id,lat,lon,time,acce
148,18.404569387622495,-66.0504020433024,8:36:19,7.4249711036631245
149,18.40638315103616,-66.05023657198042,8:37:6,4.242120336495905
150,18.407204377120753,-66.04962720890191,8:37:27,4.159543023689458
151,18.406477031966404,-66.04849459328071,8:38:10,8.280061841557568
152,18.40609301613396,-66.04793175622824,8:38:19,5.892226557063929
153,18.40681484871325,-66.04690561722666,8:39:0,5.591092554318893
154,18.406093723466444,-66.0449504545053,8:39:52,3.7387042540889137
155,18.406206896098947,-66.04319881037839,8:40:29,3.8688080389649055
156,18.40716392503635,-66.04201759608569,8:41:15,0.04632660746574402
157,18.406223941749758,-66.04304753882046,8:43:37,4.906815162535816
158,18.404819333040212,-66.04480108778422,8:45:29,0.04299320438159273
159,18.403655188405843,-66.04491467040776,8:46:27,1.2349278926849365
160,18.403687798227363,-66.04655620835001,8:47:5,5.783174037930973
161,18.40376576015237,-66.04710407198863,8:47:15,7.1039452552751365
162,18.403888068747538,-66.04822544144483,8:47:41,4.498536109924316
163,18.40402879323121,-66.05003864153923,8:48:15,1.4592941999435425
164,18.403841255413475,-66.0467061858424,8:19:38,3.364825487136841
165,18.404050408138946,-66.04805794882004,8:20:25,0.4613580107688904
166,18.40402327898199,-66.04980571340154,8:21:32,1.4264345761948416
167,18.406570985874662,-66.05002521648326,8:23:9,4.504728932062932
168,18.406986266114686,-66.0493011781115,8:23:37,4.012955702033739
169,18.40644811379137,-66.04857261952145,8:24:9,0.0
170,18.406064854752927,-66.04788054869105,8:24:40,3.200554673622616
171,18.406680272001086,-66.04687917981495,8:25:4,4.972452365602706
172,18.406101308743153,-66.04495247743472,8:25:53,3.1278093515353573
173,18.406168366396216,-66.0433006454002,8:27:53,5.062025058078813
174,18.40708031670283,-66.04203674015297,8:28:32,2.2231877654858754
175,18.40621549163478,-66.0431250715107,8:31:37,1.3142797320855324
176,18.40485582028525,-66.04466648774243,8:32:36,2.8227967493827735
177,18.403645614245512,-66.04547491614534,8:34:10,0.0
178,18.403735069349988,-66.04650254086648,8:34:49,3.1900407418654395
179,18.403917776804505,-66.04811407060794,8:35:28,0.0
180,18.40398258561508,-66.04977705198766,8:36:49,3.4952447942270135
181,18.404559067082953,-66.05041231317166,8:37:24,6.118314117717887
182,18.406587537418257,-66.05002473253145,8:38:4,5.7839748307774315
183,18.406963282266304,-66.04920631911301,8:38:32,3.6738179512468583
184,18.40654407835169,-66.04865080408942,8:38:52,5.134073761204488
185,18.406092214606204,-66.0479306557725,8:39:14,0.5740662777645504
186,18.406761893326063,-66.04679057387852,8:41:57,3.4815900639315003
187,18.406091591816164,-66.04490195987566,8:42:55,1.9235341771780372
188,18.40617939281951,-66.04321776653752,8:43:51,3.5991889759941196
189,18.407208960324542,-66.04197190553307,8:45:15,0.3423122465610504
190,18.40629668498006,-66.04315723249405,8:48:27,1.3437457084655466
191,18.404851624082568,-66.04470963821986,8:50:44,1.5020864213254081
192,18.403725565956982,-66.04634555632315,8:53:6,4.741290459607881
193,18.403919022856496,-66.04808738960219,8:53:46,1.1111231161049149
194,18.404018416896175,-66.04977015555296,8:54:40,2.437267586237674
195,18.404908572217334,-66.05038589003229,8:56:5,6.002121925351316
196,18.406955567529316,-66.04922547633127,8:57:12,5.351247310638428
197,18.4064327641701,-66.04845488123969,8:57:36,2.5023767026109023
198,18.40606843841526,-66.04786351356553,8:58:10,0.8258213181438323
199,18.406712497963607,-66.04673847583527,8:58:40,6.332430315566757
200,18.406091929986726,-66.04490857215644,8:59:26,2.2154997569574344
201,18.407108303565813,-66.04203299510871,9:3:37,0.046918582171201706
202,18.40624116029418,-66.0433466309239,9:7:3,3.0302703380584717
203,18.4048474113932,-66.04479573578647,9:9:9,0.15510396659374237
204,18.40377746510377,-66.0453418504387,9:10:48,0.26584964990615845
205,18.403742705004067,-66.04534992755907,9:10:54,0.12313529849052429
206,18.403730442371547,-66.04538841277414,9:11:0,0.3488956987857814
207,18.403961090893073,-66.04824466037135,9:12:14,3.1011724472042235
208,18.404003127066627,-66.05023689315433,9:12:53,2.986131191253662
209,18.40540222853243,-66.05038894709884,9:13:28,7.5026583671517315
210,18.40637108749132,-66.05015949380292,9:13:46,4.899842765821386
211,18.40706536623996,-66.0493891084046,9:14:12,4.7917203272631985
212,18.406537868859168,-66.04858543267393,9:14:34,6.896229984353829
213,18.40610920729775,-66.04792789049775,9:14:52,1.267475501019652
214,18.40671963995057,-66.04687242129219,9:15:21,4.075027515339073
215,18.406099046813242,-66.0449371284107,9:16:5,3.5470657120495983
216,18.40614217433037,-66.04323693303971,9:17:53,3.150648832321167
217,18.407128196285157,-66.04184871409075,9:19:10,7.029439995152064
218,18.4062138666904,-66.04311639845702,9:21:39,2.6528766155240624
219,18.40484665339148,-66.04472070796332,9:22:48,1.5978118181228138
220,18.4041623,-66.0476767,9:41:8,0.0
221,18.4041904,-66.0464405,9:40:51,0.0
222,18.4035774,-66.0496313,9:41:56,0.0
223,18.4048447,-66.0502883,9:42:43,4.064456462860107
224,18.4063022,-66.0500888,9:43:16,1.2596161365509033
225,18.4071427,-66.0494678,9:44:53,2.8862345218658447
226,18.4066311,-66.0487801,9:45:30,4.358417510986328
227,18.4060688,-66.0478335,9:45:57,0.769271194934845
228,18.4067916,-66.0469655,9:46:27,4.544687747955322
229,18.4060463,-66.044841,9:47:21,7.031662940979004
230,18.40615,-66.0432382,9:49:40,0.0
231,18.4071545,-66.0419177,9:51:10,5.702131748199463
232,18.4076123,-66.0398481,9:53:39,0.0
233,18.4042147,-66.0447955,9:56:40,0.0
234,18.4036904,-66.0455046,9:58:26,0.0
235,18.4034143,-66.046157,9:59:20,0.0
236,18.4041796,-66.0484439,10:0:4,0.0
237,18.4035718,-66.0497826,10:1:15,0.0
238,18.4047448,-66.0504197,10:2:25,5.339786052703857
239,18.4062408,-66.0502325,10:2:56,0.5461897850036621
240,18.4072817,-66.0495634,10:3:48,1.834627628326416
241,18.4066811,-66.0487839,10:4:13,2.832275867462158
242,18.4060574,-66.0479295,10:4:31,1.7217333316802979
243,18.4059289,-66.0469875,10:5:9,18.398908615112305
244,18.4062117,-66.0452215,10:5:53,2.2956979274749756
245,18.4061986,-66.0436616,10:7:52,0.663178026676178
246,18.4103869,-66.0398481,10:9:21,0.0
247,18.4069307,-66.0428508,10:11:54,0.0
248,18.4048312,-66.0450779,10:14:47,0.0
249,18.4037014,-66.0455227,10:16:28,0.0
250,18.4040061,-66.0463119,10:16:56,0.0
251,18.4042852,-66.047647,10:17:24,0.0
252,18.403546,-66.0496956,10:18:18,0.0
253,18.404000493420916,-66.04972511751818,14:31:53,3.647586837269527
254,18.404600623151826,-66.0504925285129,14:32:31,5.783479353276804
255,18.40633482116135,-66.05028869149834,14:33:24,2.3728686220812576
256,18.40716036523581,-66.04928478995446,14:34:7,3.9239143731386474
257,18.40661675103063,-66.0485263319704,14:34:33,4.6531869546349265
258,18.40616590981921,-66.04788451408572,14:34:51,2.3276679921257353
259,18.406827415175933,-66.0467967312223,14:35:27,6.683576033094318
260,18.40625951437579,-66.04507100993513,14:38:18,0.013804778056294313
261,18.406166999168573,-66.04327154303711,14:42:46,5.280022621154785
262,18.40704023778225,-66.041999558465,14:43:22,1.7288959534281825
263,18.406224525671693,-66.04304218113371,14:45:14,3.876214934621593
264,18.40364789885122,-66.04533674857237,14:48:24,4.5332230892844585
265,18.403749797801677,-66.04639244952327,14:48:42,3.4668320522317257
266,18.403927780462638,-66.04833647985998,9:56:30,5.231807708738646
267,18.40398050781932,-66.04961916981557,9:56:50,3.867532968521118
268,18.403972899435708,-66.05017144603283,9:57:8,6.478145599361895
269,18.404551673305836,-66.05037315214273,9:57:29,8.980782388003371
270,18.406388588350055,-66.0502125622805,9:59:5,0.0
271,18.407028272070747,-66.04919036156568,10:0:49,3.909850643870414
272,18.406049585712637,-66.04787213713627,10:1:32,1.6339968835117102
273,18.40680329256386,-66.04696752106773,10:2:1,0.0
274,18.40612206699739,-66.04492297528338,10:3:11,2.6528619385409535
275,18.40703539536708,-66.0420295100811,10:5:20,4.512562354823549
276,18.406301219845115,-66.04289651836494,10:7:30,0.5875715996934215
277,18.404875939174563,-66.04467686254623,10:9:27,0.0
278,18.403638689195635,-66.04528889121003,10:10:43,6.051906323409028
279,18.403760773123306,-66.04647717534341,10:11:5,2.5561636249755537
280,18.40391205543405,-66.04793929644786,10:11:29,5.307532041730584
281,18.40397132766469,-66.04955037901186,10:11:58,6.309783246343522
282,18.40425163909413,-66.05039112932677,10:13:45,3.3362122184946648
283,18.40619310173578,-66.05024580690781,10:14:31,3.4849292420470808
284,18.407020733117967,-66.04933756484516,10:15:2,4.616224288939216
285,18.406533513706975,-66.04853876724806,10:15:25,6.587504816479609
286,18.40610087655519,-66.0478892256101,10:15:43,1.3935838369624327
287,18.406814623717203,-66.04692713465846,10:16:7,7.128275926220185
288,18.406092503976872,-66.04491790291962,10:16:58,2.760137134721872
289,18.406160170465277,-66.04334576477291,10:18:25,5.765801953172643
290,18.407160283968043,-66.04181996412228,10:20:24,5.861666027799446
291,18.406223055204748,-66.04305567330597,10:21:55,2.4581297143894703
292,18.404875754591988,-66.04469556064717,10:23:7,1.0896049380702986
293,18.403619664489153,-66.04535059756954,10:24:18,4.6574630775270895
294,18.40375582730525,-66.04644102097615,10:24:38,4.366769049949593
295,18.40391855020592,-66.0480820753401,10:25:21,3.4926149623525156
296,18.404615312678594,-66.05038783515114,10:26:39,8.506379613478337
297,18.406329755801,-66.05020729167909,10:27:24,2.2362692491298275
298,18.40650405271388,-66.04855504401436,10:28:16,7.408507540527761
299,18.406158876019582,-66.04766740989177,10:29:23,4.2463952009975765
300,18.406778583889206,-66.04674017247025,10:29:45,5.746944725576465
301,18.406118326226807,-66.04492601683853,10:30:30,3.083346690325544
302,18.406151887485876,-66.04332794107815,10:32:9,2.4782261223408106
303,18.40716675722851,-66.04183232329031,10:38:30,6.742697485028512
304,18.4062383357897,-66.04300796433745,10:39:12,3.0332215192041603
305,18.40364520893344,-66.04536328295802,10:41:48,3.157055759481392
306,18.403734536829983,-66.04641339037263,10:42:10,4.099684617305835
307,18.40393638562834,-66.04808034586429,10:42:43,3.18486865341478
308,18.40399974636867,-66.04969460760965,10:43:11,3.295888434173757
309,18.404678301955695,-66.05032967968067,10:44:6,4.807213944071944
310,18.406328701391214,-66.05018501040516,10:45:0,2.41190462401905
311,18.40713291942893,-66.04939759069485,10:45:38,2.973062418351671
312,18.406533951872635,-66.0485641462982,10:46:11,4.09037669008171
313,18.40607001474033,-66.04777824790727,10:46:40,2.4301009618162412
314,18.40669832120873,-66.0465378739067,10:47:27,3.998781716432816
315,18.406086460774553,-66.04493055384013,10:48:26,1.8157523463737821
316,18.406182677860425,-66.043372048322,10:50:20,3.787897818186163
317,18.40714866207414,-66.04184959384165,10:52:3,3.550056038208234
318,18.406223813571287,-66.0430549549506,10:52:48,1.3058986527663012
319,18.403627392125497,-66.04532161390489,10:55:35,5.226286150128715
320,18.40373642466201,-66.0464572297603,10:55:57,3.2489045289978304
321,18.40391284494853,-66.04802161489316,10:56:48,2.1743655734385148
322,18.404006771529165,-66.04970037293258,10:57:25,2.845250760638972
323,18.404630435216855,-66.05035905202422,10:58:10,5.481836152894117
324,18.406330296925983,-66.05017006483567,10:58:46,3.210807264122433
325,18.40720089792165,-66.04944073220247,10:59:14,3.26604347451191
326,18.40650979048526,-66.04851536743469,10:59:46,5.107022154775363
327,18.406085719496303,-66.04781973205037,11:0:17,1.6996158446728173
328,18.406822038027112,-66.04707344719061,11:0:41,4.929315134489547
329,18.40607777806641,-66.04490389708937,11:1:39,3.0839140604167157
330,18.406164462098985,-66.04330419329689,11:3:52,7.161178823207022
331,18.407158417258003,-66.04169976741892,11:5:9,6.618847370147705
332,18.406237783594747,-66.04300342975581,11:5:39,5.790549989206658
333,18.403635640480392,-66.04538564327476,11:9:5,6.198908805844241
334,18.403736317770186,-66.04647016167965,11:9:21,4.595245434953033
335,18.403891380778916,-66.04796981850943,11:9:48,4.918538633752163
336,18.403986582263034,-66.0496677899348,11:10:19,1.438721453664942
337,18.404640427568427,-66.05038002376966,11:11:0,7.1027827862703345
338,18.40626939206515,-66.05022263757634,11:11:30,0.43267242751380425
339,18.407092391382612,-66.04937609024245,11:12:14,4.54365006344883
340,18.40659999930532,-66.04866626056334,11:12:35,5.148018530840047
341,18.406049983671068,-66.04787268342078,11:13:0,1.491441007286607
342,18.406832808650776,-66.04689128597582,11:13:29,5.677799001095052
343,18.40612976773469,-66.04504078679552,11:14:12,5.1568391555215465
344,18.40621432195681,-66.04329924691879,11:15:26,3.1803417032122905
345,18.40713136105834,-66.04190121652834,11:16:48,6.520519733425553
346,18.406227316758702,-66.04312567519493,11:19:41,1.2046712850844044
347,18.404871907662066,-66.04470068269605,11:22:15,0.5010916909387441
348,18.403623146825947,-66.0455117320146,11:23:52,0.0
349,18.40370781573551,-66.0465051807624,11:24:10,5.346250381543348
350,18.403939551547115,-66.04814186863533,11:24:56,0.0
351,18.40400409044897,-66.04979582713167,11:25:42,2.205165390600207
352,18.404604311892964,-66.0503823010728,11:26:38,5.881584963769637
353,18.40621984518276,-66.05020573231772,11:27:12,0.18731768429279327
354,18.407039611684567,-66.04925503713709,11:28:1,2.356076864209782
355,18.406609477583252,-66.04867744685082,11:28:24,4.427604737275133
356,18.40612926242093,-66.04785359249321,11:29:6,1.3511085345681917
357,18.406841285725644,-66.04684932048329,11:29:36,6.272194161195731
358,18.406107259115537,-66.04493927938289,11:30:48,1.8593415929055417
359,18.406252961793868,-66.04302250329214,11:33:39,4.3558349609375
360,18.40707679521577,-66.04199464314523,11:35:32,3.4666822252875598
361,18.406218533886083,-66.04309715798045,11:35:56,1.1017097345916893
362,18.40363077804126,-66.04535683328292,11:38:58,6.031957850704874
363,18.40370628613461,-66.04649438272206,11:39:15,5.185684090562173
364,18.403878547296294,-66.04800376881711,11:39:40,3.6129289296564164
365,18.403957693629664,-66.04979488694195,11:40:9,2.6534625412828734
366,18.404569363017824,-66.0503798823233,11:40:57,8.664171170570416
367,18.406081147291907,-66.05028742853342,11:41:18,5.1895060119015985
368,18.406994036851348,-66.0492284978994,11:41:51,7.1405977269876555
369,18.4064084452149,-66.04839664261348,11:42:23,7.33238098960451
