lat,lon,time,stop,next_stop,elapsed,time_Seconds,round_trip
18.4059289,-66.0469875,10:5:9,9.0,10.0,38.0,36309.0,
18.4062117,-66.0452215,10:5:53,11.0,2.1,44.0,36353.0,1112.0
18.4061986,-66.0436616,10:7:52,2.1,1.0,119.0,36472.0,1092.0
18.4103869,-66.0398481,10:9:21,1.0,2.2,89.0,36561.0,942.0
18.4069307,-66.0428508,10:11:54,2.1,1.0,153.0,36714.0,
18.4048312,-66.0450779,10:14:47,3.0,4.0,173.0,36887.0,1087.0
18.4037014,-66.0455227,10:16:28,4.0,5.0,101.0,36988.0,1082.0
18.4040061,-66.0463119,10:16:56,5.0,6.0,28.0,37016.0,1056.0
18.4042852,-66.047647,10:17:24,6.0,13.0,28.0,37044.0,1040.0
18.403546,-66.0496956,10:18:18,13.0,24.0,54.0,37098.0,1023.0
18.40400049342092,-66.04972511751818,14:31:53,13.0,24.0,,52313.0,15215.0
18.404600623151826,-66.0504925285129,14:32:31,24.0,23.0,38.0,52351.0,16206.0
18.40633482116135,-66.05028869149834,14:33:24,23.0,20.0,53.0,52404.0,16228.0
18.40716036523581,-66.04928478995446,14:34:7,20.0,19.0,43.0,52447.0,16219.0
18.40661675103063,-66.0485263319704,14:34:33,19.0,9.0,26.0,52473.0,16220.0
18.40616590981921,-66.04788451408572,14:34:51,9.0,10.0,18.0,52491.0,16182.0
18.406827415175933,-66.0467967312223,14:35:27,10.0,11.0,36.0,52527.0,17340.0
18.40625951437579,-66.04507100993513,14:38:18,11.0,2.1,171.0,52698.0,16345.0
18.406166999168573,-66.04327154303711,14:42:46,2.1,1.0,268.0,52966.0,16252.0
18.40704023778225,-66.041999558465,14:43:22,1.0,2.2,36.0,53002.0,16441.0
18.406224525671693,-66.04304218113371,14:45:14,2.1,1.0,112.0,53114.0,
18.40364789885122,-66.04533674857237,14:48:24,4.0,5.0,190.0,53304.0,16316.0
18.40374979780168,-66.04639244952327,14:48:42,5.0,6.0,18.0,53322.0,16306.0
18.403751,-66.046593,8:18:57,5.0,6.0,34.0,29937.0,
18.403879,-66.048199,8:19:20,6.0,13.0,23.0,29960.0,
18.403955,-66.049898,8:20:10,13.0,24.0,50.0,30010.0,
18.404698,-66.050468,8:20:37,24.0,23.0,27.0,30037.0,
18.40644,-66.05014,8:21:18,23.0,20.0,41.0,30078.0,
18.407062,-66.049323,8:21:29,20.0,19.0,11.0,30089.0,
18.406503,-66.04852,8:21:58,19.0,9.0,29.0,30118.0,
18.406018,-66.047806,8:22:37,9.0,10.0,39.0,30157.0,
18.406766,-66.046771,8:23:23,10.0,11.0,46.0,30203.0,
18.406078,-66.04477,8:25:53,11.0,2.1,150.0,30353.0,
18.406243,-66.043161,8:26:18,2.1,1,25.0,30378.0,
18.40717,-66.041989,8:29:46,1,2.2,208.0,30586.0,
18.406243,-66.043161,8:32:59,2.2,3,193.0,30779.0,
18.404856,-66.044836,8:34:26,3,4,87.0,30866.0,
18.403636,-66.045492,8:34:55,4,5,29.0,30895.0,
18.403751,-66.046593,8:35:29,5,6,34.0,30929.0,992
18.403879,-66.048199,8:36:14,6,13,45.0,30974.0,1014
18.403955,-66.049898,8:36:57,13,24,43.0,31017.0,1007
18.404698,-66.050468,8:37:28,24,23,31.0,31048.0,1011
18.40644,-66.05014,8:38:07,23,20,39.0,31087.0,1009
18.407062,-66.049323,8:38:15,20,19,8.0,31095.0,1006
18.406503,-66.04852,8:39:04,19,9,49.0,31144.0,1026
18.406018,-66.047806,8:39:46,9,10,42.0,31186.0,1029
18.406766,-66.046771,8:40:27,10,11,41.0,31227.0,1024
18.406078,-66.04477,8:43:04,11,2.1,157.0,31384.0,1031
18.406243,-66.043161,8:45:12,2.1,1,128.0,31512.0,1134
18.40717,-66.041989,8:48:22,1,2.2,190.0,31702.0,1116
18.406243,-66.043161,8:51:40,2.2,3,198.0,31900.0,1121
18.404856,-66.044836,8:52:34,3,4,54.0,31954.0,1088
